ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	CARD Short Name
ARO:3003817	40507	4623	2314	Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones	Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones	AJF82744.1	CP010781.1	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic;nybomycin-like antibiotic	antibiotic target alteration	Abau_gyrA_FLO
ARO:3003809	40495	4419	2308	Acinetobacter baumannii OprD conferring resistance to imipenem	Acinetobacter baumannii OprD conferring resistance to imipenem	AHB92962.1	CP006768.1	Outer Membrane Porin (Opr)	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic;resistance by absence	Abau_OprD_IPM
ARO:3003818	40508	6039	2315	Acinetobacter baumannii parC conferring resistance to fluoroquinolones	Acinetobacter baumannii parC conferring resistance to fluoroquinolones	WP_000202252.1	NZ_CP009257.1	fluoroquinolone resistant parC	fluoroquinolone antibiotic	antibiotic target alteration	Abau_parC_FLO
ARO:3000216	36355	5485	1104	acrB	acrB	AAC73564.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	acrB
ARO:3000491	36630	5517	1427	acrD	acrD	BAA16344.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	acrD
ARO:3000499	36638	333	1445	AcrE	AcrE	AAC76297.1	U00096.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;cephamycin;fluoroquinolone antibiotic;penam	antibiotic efflux	AcrE
ARO:3000502	36641	700	1437	AcrF	AcrF	AAC76298.1	U00096.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;cephamycin;fluoroquinolone antibiotic;penam	antibiotic efflux	AcrF
ARO:3000656	37000	4558	520	AcrS	AcrS	AAC76296.1	U00096.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;cephamycin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	AcrS
ARO:3001821	38221	8151	667	ACT-1	ACT-1	AAC45086.2	U58495.2	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-1
ARO:3001832	38232	940	22	ACT-10	ACT-10	AEV91214.1	JN848330.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-10
ARO:3001834	38234	1017	1506	ACT-12	ACT-12	AFU25650.1	JX440355.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-12
ARO:3001835	38235	1094	1900	ACT-13	ACT-13	CCK86741.1	HE819402.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-13
ARO:3001836	38236	1176	1541	ACT-14	ACT-14	AFU25647.1	JX440354.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-14
ARO:3001837	38237	1262	951	ACT-15	ACT-15	AFU25653.1	JX440356.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-15
ARO:3001827	38227	1341	638	ACT-16	ACT-16	BAM34463.1	AB737978.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-16
ARO:3001838	38238	1418	1114	ACT-17	ACT-17	AHM76771.1	KF992026.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-17
ARO:3001839	38239	1505	1565	ACT-18	ACT-18	AHM76777.1	KF992028.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-18
ARO:3001840	38240	1583	236	ACT-19	ACT-19	AHM76779.1	KF992029.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-19
ARO:3001822	38222	1812	526	ACT-2	ACT-2	CAJ28994.1	AM076977.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-2
ARO:3001841	38241	1853	1309	ACT-20	ACT-20	AHA80105.1	KF526117.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-20
ARO:3001842	38242	1854	1905	ACT-21	ACT-21	AHA80106.1	KF526118.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-21
ARO:3001843	38243	1911	401	ACT-22	ACT-22	AHM76774.1	KF992027.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-22
ARO:3001828	38228	1990	1645	ACT-23	ACT-23	AGU38146.1	KF515536.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-23
ARO:3001844	38244	779	1929	ACT-24	ACT-24	AHL39336.1	KJ207207.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-24
ARO:3001845	38245	861	433	ACT-25	ACT-25	AHL39338.1	KJ207208.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-25
ARO:3001847	38247	941	1484	ACT-27	ACT-27	AHL39340.1	KJ207209.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-27
ARO:3001848	38248	1018	1700	ACT-28	ACT-28	AHL39333.1	KJ207206.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-28
ARO:3001849	38249	1095	80	ACT-29	ACT-29	AIT76085.1	KM087832.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-29
ARO:3001823	38223	1177	1581	ACT-3	ACT-3	ABL67017.1	EF125013.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-3
ARO:3001850	38250	1263	241	ACT-30	ACT-30	AIT76086.1	KM087833.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-30
ARO:3001851	38251	1342	700	ACT-31	ACT-31	AIT76096.1	KM087843.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-31
ARO:3001852	38252	1419	1904	ACT-32	ACT-32	AIT76088.1	KM087835.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-32
ARO:3001853	38253	3684	2135	ACT-33	ACT-33	AIT76087.1	KM087834.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-33
ARO:3001854	38254	6504	4129	ACT-34	ACT-34	WP_063857778.1	NG_048621.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-34
ARO:3001855	38255	1584	9	ACT-35	ACT-35	BAP68758.1	LC004922.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-35
ARO:3003171	39748	1660	663	ACT-36	ACT-36	AJG06170.1	KM926621.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-36
ARO:3003172	39749	1735	257	ACT-37	ACT-37	AJG06172.1	KM926622.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-37
ARO:3003655	40265	5243	3311	ACT-38	ACT-38	AKS43590.1	KP836350.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-38
ARO:3006234	44696	6505	4130	ACT-39	ACT-39	WP_063857782.1	NG_048626.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-39
ARO:3001829	38229	8163	1495	ACT-4	ACT-4	ABZ81086.1	EU427302.2	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-4
ARO:3006235	44697	6506	4131	ACT-40	ACT-40	WP_045328874.1	NG_050703.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-40
ARO:3006236	44698	6507	4132	ACT-41	ACT-41	WP_045331818.1	NG_050704.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-41
ARO:3006237	44699	6508	4133	ACT-42	ACT-42	WP_040117106.1	NG_050705.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-42
ARO:3006238	44700	6509	4134	ACT-43	ACT-43	WP_015572455.1	NG_050706.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-43
ARO:3006239	44701	6510	4135	ACT-44	ACT-44	WP_045340466.1	NG_050707.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-44
ARO:3006240	44702	6511	4136	ACT-45	ACT-45	WP_032608349.1	NG_050708.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-45
ARO:3006241	44703	6512	4137	ACT-46	ACT-46	WP_045337464.1	NG_050709.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-46
ARO:3006242	44704	6513	4138	ACT-47	ACT-47	WP_045309142.1	NG_050710.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-47
ARO:3006243	44705	6514	4139	ACT-48	ACT-48	WP_045331469.1	NG_050711.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-48
ARO:3006244	44706	6515	4140	ACT-49	ACT-49	WP_045261282.1	NG_050712.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-49
ARO:3001824	38224	1893	1838	ACT-5	ACT-5	ACJ05689.1	FJ237369.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-5
ARO:3006245	44707	6516	4141	ACT-50	ACT-50	WP_045286607.1	NG_050713.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-50
ARO:3006246	44708	6517	4142	ACT-51	ACT-51	WP_045269678.1	NG_050714.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-51
ARO:3006247	44709	6518	4143	ACT-52	ACT-52	WP_014882211.1	NG_050715.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-52
ARO:3006248	44710	6519	4144	ACT-53	ACT-53	WP_032644152.1	NG_055522.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-53
ARO:3006249	44711	6520	4145	ACT-54	ACT-54	WP_099156056.1	NG_055670.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-54
ARO:3006250	44712	6521	4146	ACT-55	ACT-55	WP_047052637.1	NG_061414.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-55
ARO:3006251	44713	6522	4147	ACT-56	ACT-56	WP_033487869.1	NG_061415.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-56
ARO:3006252	44714	6523	4148	ACT-57	ACT-57	WP_094935119.1	NG_061418.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-57
ARO:3006253	44715	6524	4149	ACT-58	ACT-58	WP_111965422.1	NG_061419.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-58
ARO:3006254	44716	6525	4150	ACT-59	ACT-59	WP_112792421.1	NG_061401.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-59
ARO:3001825	38225	1972	1788	ACT-6	ACT-6	ACJ05686.1	FJ237366.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-6
ARO:3006255	44717	6526	4151	ACT-60	ACT-60	WP_111976052.1	NG_061402.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-60
ARO:3006256	44718	6527	4152	ACT-61	ACT-61	WP_112017656.1	NG_061387.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-61
ARO:3006257	44719	6528	4153	ACT-62	ACT-62	WP_111967096.1	NG_061388.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-62
ARO:3006258	44720	6529	4154	ACT-63	ACT-63	WP_112780466.1	NG_061406.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-63
ARO:3006259	44721	6530	4155	ACT-64	ACT-64	WP_050861789.1	NG_061403.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-64
ARO:3006260	44722	6531	4156	ACT-65	ACT-65	WP_047726486.1	NG_064665.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-65
ARO:3006261	44723	6532	4157	ACT-66	ACT-66	WP_032625176.1	NG_064666.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-66
ARO:3006262	44724	6533	4158	ACT-67	ACT-67	WP_063147148.1	NG_064667.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-67
ARO:3006263	44725	6534	4159	ACT-68	ACT-68	WP_136512051.1	NG_064668.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-68
ARO:3006264	44726	6535	4160	ACT-69	ACT-69	WP_048209719.1	NG_065855.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-69
ARO:3001830	38230	759	1959	ACT-7	ACT-7	ACJ05688.1	FJ237368.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-7
ARO:3006265	44727	6536	4161	ACT-70	ACT-70	WP_047364854.1	NG_065856.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-70
ARO:3006266	44728	6537	4162	ACT-72	ACT-72	WP_045895620.1	NG_065857.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-72
ARO:3006267	44729	6538	4163	ACT-73	ACT-73	WP_152315464.1	NG_066689.2	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-73
ARO:3006268	44730	6539	4164	ACT-74	ACT-74	WP_032652275.1	NG_066690.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-74
ARO:3006269	44731	6540	4165	ACT-75	ACT-75	WP_045347148.1	NG_066691.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-75
ARO:3006270	44732	6541	4166	ACT-76	ACT-76	WP_126817982.1	NG_066692.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-76
ARO:3006271	44733	6542	4167	ACT-77	ACT-77	WP_060573544.1	NG_067132.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-77
ARO:3006272	44734	6543	4168	ACT-78	ACT-78	WP_164461280.1	NG_067972.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-78
ARO:3006273	44735	6544	4169	ACT-79	ACT-79	WP_164461281.1	NG_067973.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-79
ARO:3001831	38231	5245	3313	ACT-8	ACT-8	CBI75448.1	FN645445.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-8
ARO:3006274	44736	6545	4170	ACT-80	ACT-80	WP_164461282.1	NG_067974.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-80
ARO:3006275	44737	6546	4171	ACT-81	ACT-81	WP_164461283.1	NG_067975.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-81
ARO:3006276	44738	6547	4172	ACT-82	ACT-82	WP_164461284.1	NG_067976.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-82
ARO:3006277	44739	6548	4173	ACT-83	ACT-83	WP_164461285.1	NG_067977.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-83
ARO:3006278	44740	6549	4174	ACT-84	ACT-84	WP_072139974.1	NG_068161.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-84
ARO:3006279	44741	6550	4175	ACT-87	ACT-87	WP_121527365.1	NG_070175.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-87
ARO:3001826	38226	819	1155	ACT-9	ACT-9	AEI70575.1	HQ693810.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	ACT-9
ARO:3003847	40544	5287	2334	ADC-1	ADC-1	CAB77444.1	AJ009979.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-1
ARO:3003855	40554	5246	3314	ADC-10	ADC-10	ABI18382.1	DQ883640.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-10
ARO:3006280	44742	6551	4176	ADC-100	ADC-100	WP_068981607.1	NG_051439.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-100
ARO:3006281	44743	6552	4177	ADC-101	ADC-101	WP_068981608.1	NG_051440.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-101
ARO:3006282	44744	6553	4178	ADC-102	ADC-102	WP_068981609.1	NG_051441.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-102
ARO:3006283	44745	6554	4179	ADC-103	ADC-103	WP_068981610.1	NG_051442.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-103
ARO:3006284	44746	6555	4180	ADC-104	ADC-104	WP_068981611.1	NG_051443.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-104
ARO:3006285	44747	6556	4181	ADC-105	ADC-105	WP_068981612.1	NG_051444.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-105
ARO:3006286	44748	6557	4182	ADC-106	ADC-106	WP_068981613.1	NG_051445.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-106
ARO:3006287	44749	6558	4183	ADC-107	ADC-107	WP_068981614.1	NG_051446.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-107
ARO:3006288	44750	6559	4184	ADC-109	ADC-109	WP_136512052.1	NG_064669.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-109
ARO:3004615	42582	5241	3310	ADC-11	ADC-11	ADG46039.1	GU591983.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-11
ARO:3006289	44751	6560	4185	ADC-110	ADC-110	WP_136512053.1	NG_064670.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-110
ARO:3006290	44752	6561	4186	ADC-112	ADC-112	WP_136512054.1	NG_064671.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-112
ARO:3006291	44753	6562	4187	ADC-113	ADC-113	WP_136512055.1	NG_064672.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-113
ARO:3006292	44754	6563	4188	ADC-114	ADC-114	WP_125052776.1	NG_064673.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-114
ARO:3006293	44755	6564	4189	ADC-115	ADC-115	WP_001211215.1	NG_064674.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-115
ARO:3006294	44756	6565	4190	ADC-116	ADC-116	WP_017816757.1	NG_064675.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-116
ARO:3006295	44757	6566	4191	ADC-117	ADC-117	WP_002157727.1	NG_064676.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-117
ARO:3006296	44758	6567	4192	ADC-119	ADC-119	WP_004712857.1	NG_064677.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-119
ARO:3003856	40555	5302	2342	ADC-12	ADC-12	CAK95249.1	AM283529.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-12
ARO:3006297	44759	6568	4193	ADC-120	ADC-120	WP_002126587.1	NG_064678.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-120
ARO:3006298	44760	6569	4194	ADC-121	ADC-121	WP_005109685.1	NG_064679.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-121
ARO:3006299	44761	6570	4195	ADC-122	ADC-122	WP_005123276.1	NG_064680.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-122
ARO:3006300	44762	6571	4196	ADC-123	ADC-123	WP_004840559.1	NG_064681.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-123
ARO:3006301	44763	6572	4197	ADC-125	ADC-125	WP_005131186.1	NG_064682.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-125
ARO:3006302	44764	6573	4198	ADC-127	ADC-127	WP_005046018.1	NG_064683.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-127
ARO:3006303	44765	6574	4199	ADC-128	ADC-128	WP_004643536.1	NG_064684.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-128
ARO:3006304	44766	6575	4200	ADC-129	ADC-129	WP_005039111.1	NG_064685.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-129
ARO:3003857	40556	5304	2343	ADC-13	ADC-13	CAK95248.2	AM283528.2	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-13
ARO:3006305	44767	6576	4201	ADC-130	ADC-130	WP_004886093.1	NG_064686.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-130
ARO:3006306	44768	6577	4202	ADC-131	ADC-131	WP_004707701.1	NG_064687.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-131
ARO:3006307	44769	6578	4203	ADC-132	ADC-132	WP_005068074.1	NG_064688.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-132
ARO:3006308	44770	6579	4204	ADC-133	ADC-133	WP_004700205.1	NG_064689.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-133
ARO:3006309	44771	6580	4205	ADC-134	ADC-134	WP_005307218.1	NG_064690.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-134
ARO:3006310	44772	6581	4206	ADC-135	ADC-135	WP_004790939.1	NG_064691.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-135
ARO:3006311	44773	6582	4207	ADC-136	ADC-136	WP_016137488.1	NG_064692.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-136
ARO:3006312	44774	6583	4208	ADC-137	ADC-137	WP_016140427.1	NG_064693.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-137
ARO:3006313	44775	6584	4209	ADC-138	ADC-138	WP_016146025.1	NG_064694.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-138
ARO:3006314	44776	6585	4210	ADC-139	ADC-139	WP_032039838.1	NG_064695.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-139
ARO:3003858	40557	5306	2344	ADC-14	ADC-14	CAK95247.1	AM283527.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-14
ARO:3006315	44777	6586	4211	ADC-140	ADC-140	WP_001211209.1	NG_064696.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-140
ARO:3006316	44778	6587	4212	ADC-141	ADC-141	WP_032062810.1	NG_064697.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-141
ARO:3006317	44779	6588	4213	ADC-143	ADC-143	WP_033502167.1	NG_064698.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-143
ARO:3006318	44780	6589	4214	ADC-144	ADC-144	WP_001211214.1	NG_064699.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-144
